time,close,RSI,RSI_80_fcst,RSI_40_fcst,RSI_60_fcst,RSI_20_fcst,EMA_8,EMA_24,EMA_8_above,EMA_24_above,RSI_fcst,target
2023-03-03T11:00:00+03:00,2267.0,0.65451354,2386.3416,2240.3271,2279.8188,2144.8342,2259.1785,2260.1497,1,1,2,2258.32
2023-03-03T12:00:00+03:00,2265.99,0.6554111,2380.8337,2240.1665,2278.9434,2143.7417,2259.7234,2261.4475,1,1,2,2267.0
2023-03-03T13:00:00+03:00,2268.47,0.6530492,2374.238,2240.3284,2278.0713,2143.6785,2260.423,2263.008,1,1,2,2265.99
2023-03-03T14:00:00+03:00,2263.94,0.65142065,2371.3303,2240.9807,2277.8176,2146.3887,2260.7046,2263.215,1,1,2,2268.47
2023-03-03T15:00:00+03:00,2267.74,0.6491935,2366.7751,2241.4688,2277.3901,2147.719,2261.2673,2264.2207,1,1,2,2263.94
2023-03-03T16:00:00+03:00,2271.64,0.6455927,2361.3088,2241.909,2276.9475,2148.0676,2262.0972,2265.8694,1,1,2,2267.74
2023-03-03T17:00:00+03:00,2272.35,0.6409979,2355.3828,2242.8062,2276.524,2150.5286,2262.9175,2267.3096,1,1,2,2271.64
2023-03-03T18:00:00+03:00,2272.2,0.6352966,2349.4395,2244.1023,2276.1448,2155.009,2263.66,2268.3962,1,1,2,2272.35
2023-03-06T10:00:00+03:00,2286.22,0.62583685,2343.84,2243.849,2277.2952,2148.8887,2265.4648,2272.3572,1,1,3,2272.2
2023-03-06T11:00:00+03:00,2289.94,0.61393124,2338.7134,2244.1785,2278.759,2144.6687,2267.4229,2276.2644,1,1,3,2286.22
2023-03-06T12:00:00+03:00,2290.22,0.60038716,2334.0508,2245.428,2280.0593,2144.8394,2269.2466,2279.3657,1,1,3,2289.94
2023-03-06T13:00:00+03:00,2288.38,0.5862316,2331.5078,2247.2825,2281.142,2148.2393,2270.7773,2281.369,1,1,3,2290.22
2023-03-06T14:00:00+03:00,2290.94,0.57180554,2328.8237,2249.1836,2282.3691,2151.634,2272.3904,2283.4958,1,1,3,2288.38
2023-03-06T15:00:00+03:00,2292.99,0.55706793,2326.158,2251.1948,2283.6619,2155.4292,2274.0383,2285.6057,1,1,3,2290.94
2023-03-06T16:00:00+03:00,2293.23,0.54320234,2323.5762,2253.5117,2284.7898,2160.9849,2275.5737,2287.2998,1,1,3,2292.99
2023-03-06T17:00:00+03:00,2292.13,0.5301711,2322.1147,2255.9944,2285.7256,2167.8127,2276.8982,2288.3733,1,1,3,2293.23
2023-03-06T18:00:00+03:00,2294.12,0.51842827,2320.4817,2258.2761,2286.7563,2173.6675,2278.276,2289.6504,1,1,3,2292.13
