iter	RMSE
1464	8.492039225
1465	8.48962043
1466	8.486385721
1467	8.482124481
1468	8.479297344
1469	8.477240011
1470	8.474300357
1471	8.472205284
1472	8.469551095
1473	8.466802878
1474	8.465446603
1475	8.461650491
1476	8.460849362
1477	8.45919725
1478	8.456861963
1479	8.453728447
1480	8.450668004
1481	8.446667262
1482	8.443537665
1483	8.44142259
1484	8.440000172
1485	8.438696623
1486	8.436204406
1487	8.432779755
1488	8.43075393
1489	8.427953574
1490	8.426042313
1491	8.423393801
1492	8.422007885
1493	8.420433383
1494	8.418973809
1495	8.41557786
1496	8.412716473
1497	8.409209653
1498	8.407999082
1499	8.404534182
1500	8.401152325
1501	8.3998579
1502	8.398492395
1503	8.395416622
1504	8.391304597
1505	8.390200667
1506	8.38703689
1507	8.383573087
1508	8.379624329
1509	8.377115145
1510	8.37424152
1511	8.372916794
1512	8.371946625
1513	8.369099351
1514	8.366762567
1515	8.364361209
1516	8.360752129
1517	8.359000438
1518	8.355988161
1519	8.352370292
1520	8.348397072
1521	8.34490579
1522	8.342473474
1523	8.340227966
1524	8.336568645
1525	8.335429185
1526	8.331457427
1527	8.328888577
1528	8.326447351
1529	8.323534804
1530	8.322293978
1531	8.320138353
1532	8.31777687
1533	8.316215237
1534	8.314492165
1535	8.3133721
1536	8.311179065
1537	8.308501654
1538	8.30562388
1539	8.303291342
1540	8.301008118
1541	8.297406865
1542	8.295524871
1543	8.292624756
1544	8.29092055
1545	8.289170671
1546	8.288053382
1547	8.286495952
1548	8.285178652
1549	8.281913159
1550	8.279201475
1551	8.276014793
1552	8.272638168
1553	8.269621092
1554	8.267619293
1555	8.264960252
1556	8.263969818
1557	8.262273846
1558	8.260189158
1559	8.256201065
1560	8.254490056
1561	8.25213902
1562	8.249823806
1563	8.248375635
1564	8.246119435
1565	8.243117502
1566	8.240740022
1567	8.237138138
1568	8.236431063
1569	8.234232414
1570	8.233008907
1571	8.231969769
1572	8.230201587
1573	8.227486113
1574	8.224472987
1575	8.22128215
1576	8.219123094
1577	8.218305624
1578	8.216671907
1579	8.214597414
1580	8.213027913
1581	8.209057228
1582	8.207520651
1583	8.204566858
1584	8.202060557
1585	8.199858678
1586	8.197994787
1587	8.19545542
1588	8.191967691
1589	8.189604961
1590	8.187000768
1591	8.183457272
1592	8.18153546
1593	8.179550445
1594	8.175966673
1595	8.173630179
1596	8.169539547
1597	8.167455957
1598	8.166587515
1599	8.1638013
1600	8.162241796
1601	8.161645509
1602	8.15902802
1603	8.156451708
1604	8.155439966
1605	8.153363135
1606	8.150500906
1607	8.148735058
1608	8.147428234
1609	8.146084384
1610	8.14490616
1611	8.142011903
1612	8.13936335
1613	8.138245256
1614	8.135630727
1615	8.132016112
1616	8.128993782
1617	8.127211968
1618	8.126287583
1619	8.124524642
1620	8.122316126
1621	8.118951081
1622	8.118478358
1623	8.115934954
1624	8.112412772
1625	8.111229483
1626	8.109726848
1627	8.10730016
1628	8.105996598
1629	8.103754227
1630	8.101492678
1631	8.098651528
1632	8.096525241
1633	8.094192375
1634	8.090828007
1635	8.087805789
1636	8.084750275
1637	8.082650787
1638	8.080202099
1639	8.078304605
1640	8.077315894
1641	8.075794011
1642	8.074246916
1643	8.071062759
1644	8.069483154
1645	8.066164231
1646	8.064373093
1647	8.061534333
1648	8.06043369
1649	8.058347721
1650	8.056774026
1651	8.053603835
1652	8.05049267
1653	8.04794195
1654	8.045714284
1655	8.042636222
1656	8.040423384
1657	8.039703425
1658	8.037597309
1659	8.035112874
1660	8.032541727
1661	8.030933047
1662	8.028864578
1663	8.028222986
1664	8.025642748
1665	8.024079999
1666	8.022500546
