iter	Passed	Remaining
4170	5783	28883
4171	5785	28882
4172	5786	28880
4173	5787	28877
4174	5788	28875
4175	5789	28872
4176	5790	28868
4177	5792	28866
4178	5793	28864
4179	5794	28860
4180	5795	28859
4181	5796	28856
4182	5797	28852
4183	5799	28851
4184	5800	28849
4185	5801	28846
4186	5802	28843
4187	5803	28839
4188	5804	28836
4189	5805	28833
4190	5806	28830
4191	5807	28827
4192	5808	28823
4193	5809	28820
4194	5810	28819
4195	5811	28815
4196	5813	28814
4197	5814	28811
4198	5815	28807
4199	5816	28805
4200	5817	28803
4201	5819	28802
4202	5820	28800
4203	5821	28798
4204	5822	28795
4205	5824	28793
4206	5826	28795
4207	5827	28793
4208	5828	28790
4209	5829	28789
4210	5831	28788
4211	5833	28789
4212	5834	28789
4213	5836	28787
4214	5837	28787
4215	5839	28785
4216	5840	28784
4217	5841	28783
4218	5843	28781
4219	5845	28782
4220	5847	28784
4221	5849	28786
4222	5850	28784
4223	5851	28782
4224	5853	28780
4225	5854	28779
4226	5857	28783
4227	5858	28784
4228	5860	28784
4229	5862	28783
4230	5863	28780
4231	5864	28777
4232	5865	28776
4233	5866	28774
4234	5868	28772
4235	5869	28770
4236	5870	28768
4237	5871	28766
4238	5872	28763
4239	5874	28761
4240	5875	28760
4241	5877	28759
4242	5878	28756
4243	5879	28753
4244	5880	28750
4245	5881	28748
4246	5882	28745
4247	5883	28742
4248	5884	28739
4249	5885	28737
4250	5887	28734
4251	5888	28732
4252	5889	28730
4253	5891	28730
4254	5892	28728
4255	5894	28728
4256	5895	28728
4257	5897	28727
4258	5899	28728
4259	5900	28727
4260	5902	28727
4261	5903	28727
4262	5905	28727
4263	5907	28728
4264	5909	28728
4265	5910	28727
4266	5912	28726
4267	5913	28724
4268	5914	28724
4269	5916	28723
4270	5917	28722
4271	5919	28721
4272	5920	28719
4273	5922	28718
4274	5923	28716
4275	5924	28714
4276	5925	28711
4277	5926	28709
4278	5928	28706
4279	5929	28703
4280	5930	28701
4281	5931	28698
4282	5932	28695
4283	5933	28692
4284	5934	28689
4285	5935	28685
4286	5936	28684
4287	5938	28683
4288	5939	28682
4289	5940	28679
4290	5942	28677
4291	5943	28674
4292	5944	28671
4293	5945	28668
4294	5946	28666
4295	5947	28663
4296	5948	28661
4297	5949	28659
4298	5950	28655
4299	5951	28652
4300	5953	28651
4301	5954	28649
4302	5955	28647
4303	5957	28645
4304	5958	28641
4305	5959	28639
4306	5960	28637
4307	5961	28634
4308	5962	28633
4309	5964	28630
4310	5965	28629
4311	5966	28627
4312	5967	28624
4313	5969	28623
4314	5970	28621
4315	5971	28618
4316	5972	28616
4317	5974	28613
4318	5975	28610
4319	5976	28608
4320	5977	28604
4321	5978	28602
4322	5979	28599
4323	5980	28595
4324	5981	28592
4325	5982	28589
4326	5983	28587
4327	5985	28587
4328	5986	28585
4329	5987	28583
4330	5988	28581
4331	5989	28578
4332	5991	28575
4333	5992	28573
4334	5993	28569
4335	5994	28566
4336	5995	28564
4337	5996	28561
4338	5997	28558
4339	5998	28556
4340	6000	28554
4341	6001	28551
4342	6002	28549
4343	6003	28546
4344	6004	28543
4345	6005	28540
4346	6006	28537
4347	6007	28534
4348	6008	28532
4349	6009	28528
4350	6010	28526
4351	6011	28522
4352	6012	28520
4353	6014	28518
4354	6015	28516
4355	6016	28513
4356	6017	28511
4357	6018	28508
4358	6019	28505
4359	6021	28503
4360	6022	28500
4361	6023	28497
4362	6024	28494
4363	6025	28491
4364	6026	28488
4365	6027	28485
4366	6028	28482
4367	6029	28478
4368	6030	28476
4369	6031	28475
4370	6033	28473
4371	6034	28470
4372	6035	28466
4373	6036	28464
4374	6037	28461
4375	6038	28458
4376	6039	28456
4377	6040	28453
4378	6041	28450
4379	6042	28447
4380	6043	28444
4381	6045	28443
4382	6046	28442
4383	6048	28441
4384	6049	28440
4385	6050	28437
4386	6051	28435
4387	6052	28432
4388	6053	28429
4389	6054	28426
4390	6055	28422
4391	6056	28419
4392	6057	28415
4393	6058	28412
4394	6059	28409
4395	6060	28406
4396	6062	28405
4397	6063	28402
4398	6064	28399
4399	6065	28396
4400	6066	28394
4401	6067	28391
4402	6068	28388
4403	6069	28384
4404	6070	28381
4405	6071	28378
4406	6072	28375
4407	6073	28372
4408	6074	28369
4409	6075	28365
4410	6076	28362
4411	6077	28359
4412	6078	28356
4413	6079	28352
4414	6080	28349
4415	6081	28347
4416	6082	28345
4417	6083	28342
4418	6084	28338
4419	6085	28335
4420	6086	28332
4421	6087	28328
4422	6088	28326
4423	6089	28324
4424	6090	28320
4425	6091	28318
4426	6092	28314
4427	6093	28311
4428	6094	28307
4429	6095	28303
4430	6096	28300
4431	6097	28297
4432	6098	28294
4433	6099	28291
4434	6100	28287
4435	6101	28284
4436	6102	28281
4437	6103	28277
4438	6104	28274
4439	6105	28271
4440	6106	28267
4441	6107	28265
4442	6108	28261
4443	6109	28257
4444	6109	28254
4445	6110	28250
4446	6111	28247
4447	6112	28244
4448	6113	28240
4449	6114	28238
4450	6115	28234
4451	6116	28231
4452	6117	28228
4453	6118	28225
4454	6119	28222
4455	6120	28219
4456	6122	28217
4457	6123	28215
4458	6124	28214
4459	6126	28214
4460	6127	28213
4461	6129	28211
4462	6130	28209
4463	6131	28207
4464	6132	28204
4465	6133	28202
4466	6134	28198
4467	6135	28196
4468	6136	28193
4469	6138	28191
4470	6139	28188
4471	6140	28186
4472	6142	28187
4473	6143	28185
4474	6145	28184
4475	6146	28183
4476	6147	28181
4477	6149	28181
4478	6151	28181
4479	6152	28180
4480	6153	28179
4481	6155	28179
4482	6156	28177
4483	6158	28177
4484	6159	28176
4485	6160	28173
4486	6162	28171
4487	6163	28167
4488	6164	28164
4489	6165	28161
4490	6166	28158
4491	6167	28157
4492	6168	28154
4493	6169	28151
4494	6170	28149
4495	6171	28147
4496	6173	28145
4497	6174	28142
4498	6175	28140
4499	6176	28137
4500	6177	28134
4501	6178	28133
4502	6180	28130
4503	6181	28127
4504	6182	28124
4505	6185	28132
4506	6187	28133
4507	6188	28130
4508	6189	28128
4509	6190	28126
4510	6192	28124
4511	6193	28122
4512	6194	28120
4513	6195	28118
4514	6197	28117
4515	6199	28118
4516	6200	28117
4517	6202	28116
4518	6203	28115
4519	6205	28115
4520	6206	28114
4521	6208	28113
4522	6209	28111
4523	6210	28110
4524	6212	28109
4525	6213	28109
4526	6215	28110
4527	6217	28109
4528	6218	28108
4529	6220	28108
4530	6222	28108
4531	6224	28110
4532	6225	28109
4533	6226	28107
4534	6228	28105
4535	6229	28103
4536	6230	28101
4537	6232	28100
4538	6233	28098
4539	6234	28097
4540	6236	28095
4541	6237	28093
4542	6238	28092
4543	6239	28090
4544	6241	28091
4545	6243	28093
4546	6245	28091
4547	6246	28089
4548	6247	28086
4549	6248	28083
4550	6249	28081
4551	6250	28078
4552	6251	28076
4553	6252	28073
4554	6254	28071
4555	6255	28068
4556	6256	28066
4557	6257	28063
4558	6258	28060
4559	6259	28058
4560	6260	28055
4561	6261	28052
4562	6262	28050
4563	6263	28047
4564	6265	28045
4565	6266	28042
4566	6267	28040
4567	6268	28039
4568	6270	28038
4569	6271	28036
4570	6272	28034
4571	6273	28031
4572	6274	28028
4573	6275	28025
4574	6277	28024
4575	6278	28021
4576	6279	28019
4577	6280	28017
4578	6281	28015
4579	6283	28013
4580	6284	28010
4581	6285	28007
4582	6286	28004
4583	6287	28001
4584	6288	27999
4585	6289	27996
4586	6290	27993
4587	6291	27990
4588	6292	27987
4589	6293	27985
4590	6294	27983
4591	6295	27980
4592	6296	27977
4593	6298	27975
4594	6299	27974
4595	6301	27973
4596	6302	27972
4597	6303	27970
4598	6304	27968
4599	6306	27967
4600	6307	27966
4601	6309	27964
4602	6310	27963
4603	6312	27963
4604	6313	27961
4605	6314	27960
4606	6316	27960
4607	6318	27961
4608	6319	27960
4609	6321	27958
4610	6322	27957
4611	6323	27955
4612	6325	27954
4613	6326	27953
4614	6328	27952
4615	6329	27950
4616	6331	27950
4617	6332	27949
4618	6333	27947
4619	6335	27946
4620	6336	27944
4621	6337	27943
4622	6339	27941
4623	6340	27939
4624	6342	27939
4625	6343	27937
4626	6344	27936
4627	6346	27936
4628	6347	27934
4629	6349	27933
4630	6350	27931
4631	6351	27929
4632	6352	27927
4633	6354	27925
4634	6355	27923
4635	6356	27921
4636	6357	27919
4637	6358	27916
4638	6359	27914
4639	6361	27911
4640	6362	27910
4641	6363	27908
4642	6364	27906
4643	6366	27907
4644	6368	27906
4645	6369	27904
4646	6370	27903
4647	6372	27902
4648	6373	27900
4649	6374	27898
4650	6376	27897
4651	6377	27895
4652	6378	27893
4653	6380	27892
4654	6381	27891
4655	6383	27890
4656	6384	27889
4657	6385	27887
4658	6387	27886
4659	6388	27884
4660	6389	27883
4661	6391	27881
4662	6392	27880
4663	6394	27879
4664	6395	27879
4665	6397	27877
4666	6398	27875
4667	6399	27872
4668	6400	27870
4669	6401	27868
4670	6402	27865
4671	6403	27862
4672	6404	27860
4673	6405	27857
4674	6407	27855
4675	6408	27852
4676	6409	27850
4677	6410	27848
4678	6411	27845
4679	6412	27843
4680	6413	27840
4681	6414	27837
4682	6415	27834
4683	6416	27832
4684	6418	27829
4685	6419	27827
4686	6420	27824
4687	6421	27821
4688	6422	27818
4689	6422	27814
4690	6423	27811
4691	6424	27808
4692	6425	27805
4693	6426	27802
4694	6427	27799
4695	6428	27796
4696	6429	27792
4697	6430	27789
4698	6431	27786
4699	6432	27783
4700	6433	27780
4701	6434	27777
4702	6435	27774
4703	6436	27771
4704	6437	27768
4705	6438	27765
4706	6439	27762
4707	6440	27758
4708	6441	27755
4709	6442	27752
4710	6443	27749
4711	6444	27745
4712	6444	27742
4713	6446	27739
4714	6447	27736
4715	6448	27734
4716	6449	27731
4717	6450	27727
4718	6451	27725
4719	6452	27722
4720	6453	27718
4721	6454	27716
4722	6454	27712
4723	6455	27709
4724	6456	27706
4725	6457	27703
4726	6458	27700
4727	6459	27697
4728	6460	27695
4729	6461	27691
4730	6462	27688
4731	6463	27685
4732	6464	27682
4733	6465	27679
4734	6466	27676
4735	6467	27673
4736	6468	27670
4737	6470	27668
4738	6471	27667
4739	6472	27665
4740	6473	27663
4741	6474	27660
4742	6476	27658
4743	6477	27656
4744	6478	27654
4745	6479	27652
4746	6480	27650
4747	6482	27649
4748	6483	27648
4749	6484	27646
4750	6486	27644
4751	6487	27643
4752	6488	27641
4753	6490	27639
4754	6491	27637
4755	6492	27635
4756	6493	27633
4757	6495	27632
4758	6496	27630
4759	6497	27628
4760	6499	27630
4761	6500	27628
4762	6502	27626
4763	6503	27625
4764	6504	27623
4765	6506	27621
4766	6508	27622
4767	6510	27624
4768	6510	27620
4769	6512	27618
4770	6513	27615
4771	6514	27612
4772	6515	27610
4773	6516	27607
4774	6517	27605
4775	6518	27603
4776	6519	27600
4777	6520	27597
4778	6521	27594
4779	6522	27591
4780	6523	27588
4781	6524	27584
4782	6525	27581
4783	6526	27579
4784	6527	27577
4785	6529	27575
4786	6530	27574
4787	6531	27571
4788	6532	27570
4789	6534	27568
4790	6535	27566
4791	6536	27564
4792	6537	27563
4793	6539	27562
4794	6540	27561
4795	6543	27563
4796	6544	27563
4797	6546	27562
4798	6547	27561
4799	6549	27561
4800	6550	27559
4801	6551	27557
4802	6552	27555
4803	6554	27554
4804	6555	27552
4805	6556	27551
4806	6558	27552
4807	6560	27551
4808	6561	27550
4809	6563	27550
4810	6565	27549
4811	6566	27548
4812	6567	27547
4813	6569	27546
4814	6570	27545
4815	6572	27543
4816	6573	27543
4817	6575	27543
4818	6576	27542
4819	6579	27546
4820	6581	27547
4821	6583	27547
4822	6584	27546
4823	6585	27545
4824	6587	27546
4825	6589	27544
4826	6590	27543
4827	6592	27543
4828	6593	27541
4829	6595	27542
4830	6596	27540
4831	6598	27539
4832	6599	27537
4833	6600	27536
4834	6602	27535
4835	6603	27533
4836	6604	27531
4837	6605	27529
4838	6607	27527
4839	6608	27525
4840	6609	27522
4841	6610	27520
4842	6611	27518
4843	6612	27515
4844	6613	27513
4845	6614	27510
4846	6616	27508
4847	6617	27506
4848	6618	27504
4849	6619	27502
4850	6620	27500
4851	6622	27500
4852	6623	27499
4853	6625	27496
4854	6626	27494
4855	6627	27492
4856	6628	27489
4857	6629	27487
4858	6630	27485
4859	6631	27482
4860	6632	27479
4861	6633	27477
4862	6635	27474
4863	6635	27471
4864	6636	27468
4865	6638	27466
4866	6639	27463
4867	6640	27461
4868	6641	27459
4869	6642	27457
4870	6643	27455
4871	6645	27454
4872	6646	27452
4873	6647	27450
4874	6649	27448
4875	6650	27447
4876	6651	27446
4877	6653	27444
4878	6654	27442
4879	6655	27441
4880	6656	27439
4881	6658	27436
4882	6659	27434
4883	6660	27431
4884	6661	27428
4885	6662	27426
4886	6663	27424
4887	6664	27421
4888	6665	27418
4889	6666	27416
4890	6667	27413
4891	6668	27411
4892	6669	27408
4893	6671	27406
4894	6672	27403
4895	6673	27400
4896	6673	27397
4897	6675	27395
4898	6675	27391
4899	6676	27388
4900	6677	27385
4901	6678	27383
4902	6679	27380
4903	6681	27378
4904	6682	27375
4905	6683	27373
4906	6684	27369
4907	6685	27366
4908	6686	27363
4909	6686	27360
4910	6688	27358
4911	6689	27355
4912	6690	27352
4913	6690	27349
4914	6691	27346
4915	6692	27343
4916	6694	27341
4917	6695	27338
4918	6696	27335
4919	6696	27332
4920	6697	27328
4921	6699	27327
4922	6700	27326
4923	6701	27324
4924	6702	27321
4925	6703	27319
4926	6704	27316
4927	6705	27313
4928	6706	27310
4929	6707	27308
4930	6708	27305
4931	6709	27302
4932	6710	27299
4933	6712	27297
4934	6713	27294
4935	6714	27292
4936	6715	27289
4937	6716	27286
4938	6717	27283
4939	6717	27279
4940	6719	27277
4941	6720	27275
4942	6721	27272
4943	6722	27269
4944	6723	27266
4945	6724	27263
4946	6725	27260
4947	6726	27257
4948	6726	27254
4949	6727	27251
4950	6728	27248
4951	6729	27246
4952	6731	27243
4953	6731	27240
4954	6732	27237
4955	6733	27234
4956	6734	27231
4957	6735	27229
4958	6737	27228
4959	6738	27225
4960	6739	27222
4961	6740	27220
4962	6741	27217
4963	6742	27214
4964	6743	27211
4965	6744	27208
4966	6745	27206
4967	6746	27204
4968	6747	27202
4969	6749	27200
4970	6750	27198
4971	6751	27196
4972	6752	27194
4973	6753	27191
4974	6754	27188
4975	6755	27186
4976	6757	27184
4977	6758	27182
4978	6760	27183
4979	6761	27181
4980	6762	27179
4981	6763	27177
4982	6764	27175
4983	6766	27172
4984	6767	27171
4985	6768	27168
4986	6769	27166
4987	6770	27163
4988	6771	27161
4989	6772	27158
4990	6773	27156
4991	6775	27154
4992	6776	27152
4993	6777	27149
4994	6778	27147
4995	6779	27146
4996	6780	27143
4997	6781	27141
4998	6782	27138
4999	6784	27136
5000	6785	27133
5001	6786	27132
5002	6788	27133
5003	6790	27136
5004	6794	27143
5005	6798	27153
5006	6801	27158
5007	6802	27156
5008	6804	27155
5009	6805	27156
5010	6807	27155
5011	6808	27153
5012	6810	27152
5013	6811	27150
5014	6812	27148
5015	6813	27146
5016	6814	27144
5017	6816	27142
5018	6817	27141
5019	6819	27142
5020	6820	27140
5021	6822	27138
5022	6824	27140
5023	6825	27139
5024	6826	27137
5025	6828	27137
5026	6830	27136
5027	6831	27135
5028	6832	27132
5029	6833	27130
5030	6834	27129
5031	6836	27127
5032	6837	27125
5033	6838	27123
5034	6839	27120
5035	6840	27118
5036	6842	27117
5037	6843	27115
5038	6844	27113
5039	6845	27111
5040	6846	27109
5041	6848	27106
5042	6849	27104
5043	6850	27101
5044	6851	27099
5045	6852	27096
5046	6853	27093
5047	6854	27091
5048	6855	27089
5049	6857	27088
5050	6858	27086
5051	6859	27084
5052	6860	27082
5053	6861	27080
5054	6862	27076
5055	6864	27077
5056	6866	27080
5057	6869	27082
5058	6872	27089
5059	6876	27099
5060	6962	27432
5061	6965	27435
5062	6967	27434
5063	6989	27517
5064	6991	27517
5065	6992	27516
5066	6994	27514
5067	6995	27512
5068	6996	27511
5069	6998	27511
5070	7000	27511
5071	7001	27509
5072	7003	27509
5073	7004	27508
5074	7006	27507
5075	7008	27508
5076	7009	27506
5077	7010	27504
5078	7012	27503
5079	7013	27503
5080	7014	27500
5081	7016	27499
5082	7017	27496
5083	7018	27495
5084	7020	27493
5085	7021	27494
5086	7023	27492
5087	7024	27490
5088	7025	27488
5089	7026	27485
5090	7028	27484
5091	7029	27482
5092	7030	27480
5093	7031	27478
5094	7033	27476
5095	7034	27473
5096	7035	27473
5097	7037	27471
5098	7038	27469
5099	7039	27467
5100	7040	27464
5101	7041	27462
5102	7043	27462
5103	7044	27460
5104	7045	27458
5105	7046	27456
5106	7048	27454
5107	7049	27452
5108	7051	27452
5109	7052	27450
5110	7053	27447
5111	7054	27444
5112	7055	27442
5113	7056	27439
5114	7058	27438
5115	7059	27436
5116	7060	27434
5117	7061	27432
5118	7062	27430
5119	7064	27428
5120	7065	27426
5121	7066	27424
5122	7067	27422
5123	7068	27420
5124	7069	27417
5125	7071	27415
5126	7072	27413
5127	7073	27410
5128	7074	27408
5129	7075	27406
5130	7077	27404
5131	7078	27402
5132	7079	27399
5133	7080	27397
5134	7081	27395
5135	7082	27393
5136	7083	27390
5137	7084	27387
5138	7085	27384
5139	7086	27382
5140	7087	27379
5141	7088	27376
5142	7089	27374
5143	7091	27372
5144	7092	27370
5145	7093	27368
5146	7094	27366
5147	7095	27363
5148	7097	27362
5149	7098	27360
5150	7099	27359
5151	7101	27356
5152	7102	27354
5153	7103	27352
5154	7104	27350
5155	7105	27348
5156	7107	27347
5157	7108	27346
5158	7110	27345
5159	7111	27344
5160	7113	27342
5161	7114	27341
5162	7115	27339
5163	7117	27338
5164	7118	27337
5165	7120	27336
5166	7121	27336
5167	7123	27335
5168	7128	27347
5169	7132	27358
5170	7135	27361
5171	7144	27391
5172	7147	27394
5173	7157	27426
5174	7159	27427
5175	7163	27434
5176	7174	27472
5177	7181	27491
5178	7183	27492
5179	7185	27492
5180	7187	27493
5181	7188	27492
5182	7190	27490
5183	7191	27489
5184	7192	27488
5185	7194	27488
5186	7196	27487
5187	7197	27486
5188	7198	27484
5189	7202	27492
5190	7206	27500
5191	7208	27500
5192	7210	27501
5193	7212	27502
5194	7213	27501
5195	7215	27501
5196	7219	27509
5197	7221	27511
5198	7223	27513
5199	7226	27517
5200	7228	27518
5201	7231	27523
5202	7233	27523
5203	7235	27523
5204	7237	27523
5205	7238	27522
5206	7240	27521
5207	7241	27521
5208	7243	27520
5209	7246	27524
5210	7248	27527
5211	7251	27529
5212	7252	27527
5213	7253	27526
5214	7254	27524
5215	7256	27522
5216	7257	27520
5217	7258	27519
5218	7260	27517
5219	7261	27516
5220	7264	27518
5221	7265	27517
5222	7266	27516
5223	7268	27516
5224	7270	27516
5225	7271	27515
5226	7273	27513
5227	7274	27511
5228	7275	27509
5229	7277	27508
5230	7278	27507
5231	7280	27506
5232	7281	27504
5233	7282	27502
5234	7283	27499
5235	7284	27497
5236	7286	27496
5237	7287	27493
5238	7288	27491
5239	7289	27489
5240	7290	27486
5241	7291	27484
5242	7293	27484
5243	7295	27483
5244	7296	27480
5245	7298	27481
5246	7299	27480
5247	7300	27478
5248	7302	27478
5249	7304	27477
5250	7305	27475
5251	7307	27475
5252	7309	27476
5253	7311	27477
5254	7312	27476
5255	7314	27477
5256	7315	27474
5257	7317	27472
5258	7318	27472
5259	7319	27470
5260	7321	27468
5261	7322	27468
5262	7325	27471
5263	7328	27474
5264	7329	27473
5265	7331	27475
5266	7333	27474
5267	7334	27472
5268	7336	27471
5269	7337	27470
5270	7341	27476
5271	7343	27479
5272	7345	27480
5273	7346	27479
5274	7348	27476
5275	7349	27474
5276	7350	27471
5277	7351	27470
5278	7352	27468
5279	7354	27468
5280	7355	27466
5281	7357	27466
5282	7359	27465
5283	7360	27463
5284	7361	27462
5285	7363	27460
5286	7364	27458
5287	7365	27455
5288	7366	27453
5289	7367	27451
5290	7368	27448
5291	7370	27447
5292	7371	27446
5293	7373	27446
5294	7375	27446
5295	7376	27444
5296	7377	27441
5297	7379	27440
5298	7380	27439
5299	7381	27437
5300	7382	27435
5301	7384	27433
5302	7385	27431
5303	7386	27430
5304	7388	27430
5305	7389	27429
5306	7391	27426
5307	7392	27423
5308	7393	27420
5309	7394	27420
5310	7395	27418
5311	7397	27415
5312	7398	27413
5313	7399	27411
5314	7400	27408
5315	7401	27407
5316	7403	27407
5317	7404	27404
5318	7405	27401
5319	7406	27399
5320	7408	27398
5321	7409	27397
5322	7410	27395
5323	7412	27392
5324	7413	27390
5325	7414	27388
5326	7415	27387
5327	7417	27386
5328	7419	27386
5329	7420	27386
5330	7422	27385
5331	7423	27384
5332	7425	27384
5333	7427	27383
5334	7428	27382
5335	7430	27381
5336	7431	27380
5337	7433	27380
5338	7434	27379
5339	7436	27377
5340	7437	27376
5341	7439	27375
5342	7440	27374
5343	7441	27371
5344	7442	27369
5345	7444	27367
5346	7445	27365
5347	7447	27365
5348	7448	27364
5349	7449	27362
5350	7451	27360
5351	7452	27357
5352	7453	27355
5353	7454	27354
5354	7455	27352
5355	7457	27350
5356	7458	27348
5357	7459	27345
5358	7460	27343
5359	7462	27343
5360	7463	27341
5361	7464	27339
5362	7466	27337
5363	7467	27334
5364	7468	27332
5365	7469	27331
5366	7470	27328
5367	7471	27326
5368	7472	27323
5369	7474	27321
5370	7474	27318
5371	7476	27316
5372	7477	27315
5373	7478	27313
5374	7480	27311
5375	7481	27309
5376	7482	27307
5377	7483	27305
5378	7485	27303
5379	7486	27301
5380	7487	27299
5381	7488	27297
5382	7489	27295
5383	7491	27293
5384	7492	27292
5385	7493	27290
5386	7495	27288
5387	7496	27286
5388	7497	27283
5389	7498	27281
5390	7499	27279
5391	7500	27276
5392	7501	27274
5393	7503	27272
5394	7504	27269
5395	7505	27267
5396	7507	27267
5397	7508	27265
5398	7509	27263
5399	7510	27260
5400	7511	27258
5401	7513	27256
5402	7514	27255
5403	7515	27253
5404	7516	27251
5405	7518	27248
5406	7519	27246
5407	7520	27243
5408	7521	27243
5409	7523	27241
5410	7524	27238
5411	7525	27236
5412	7526	27234
5413	7527	27232
5414	7529	27233
5415	7531	27232
5416	7532	27230
5417	7533	27228
5418	7534	27226
5419	7536	27224
5420	7537	27223
5421	7538	27221
5422	7540	27219
5423	7541	27218
5424	7542	27217
5425	7544	27215
5426	7545	27215
5427	7547	27213
5428	7548	27211
5429	7549	27209
5430	7550	27207
5431	7552	27205
5432	7553	27203
5433	7554	27202
5434	7555	27199
5435	7556	27197
5436	7558	27196
5437	7559	27195
5438	7561	27193
5439	7562	27191
5440	7563	27188
5441	7564	27185
5442	7565	27183
5443	7567	27182
5444	7568	27180
5445	7569	27178
5446	7570	27176
5447	7571	27174
5448	7573	27173
5449	7574	27171
5450	7575	27169
5451	7576	27166
5452	7577	27163
5453	7578	27161
5454	7580	27158
5455	7581	27157
5456	7582	27154
5457	7583	27152
5458	7584	27150
5459	7585	27147
5460	7586	27144
5461	7587	27142
5462	7589	27142
5463	7590	27139
5464	7591	27137
5465	7592	27134
5466	7593	27132
5467	7594	27129
5468	7596	27127
5469	7597	27125
5470	7598	27123
5471	7599	27120
5472	7600	27117
5473	7601	27115
5474	7602	27113
5475	7604	27112
5476	7605	27110
5477	7606	27107
5478	7607	27104
5479	7608	27102
5480	7609	27100
5481	7611	27098
5482	7612	27096
5483	7613	27093
5484	7614	27090
5485	7615	27088
5486	7616	27085
5487	7617	27083
5488	7619	27084
5489	7620	27082
5490	7621	27080
5491	7622	27077
5492	7624	27075
5493	7625	27072
5494	7626	27071
5495	7627	27069
5496	7628	27066
5497	7629	27063
5498	7631	27061
5499	7632	27059
5500	7633	27057
5501	7635	27057
5502	7636	27054
5503	7637	27052
5504	7638	27049
5505	7639	27047
5506	7640	27045
5507	7641	27043
5508	7643	27041
5509	7644	27039
5510	7645	27037
5511	7646	27035
5512	7648	27035
5513	7649	27034
5514	7651	27033
5515	7652	27031
5516	7654	27029
5517	7667	27069
5518	7669	27072
5519	7672	27076
5520	7675	27079
5521	7722	27239
5522	7725	27242
5523	7726	27243
5524	7728	27241
5525	7748	27306
5526	7750	27306
5527	7751	27305
5528	7753	27305
5529	7754	27303
5530	7756	27301
5531	7757	27299
5532	7758	27297
5533	7759	27295
5534	7761	27293
5535	7762	27291
5536	7763	27288
5537	7764	27286
5538	7765	27284
5539	7767	27283
5540	7768	27281
5541	7769	27279
5542	7770	27277
5543	7771	27274
5544	7772	27271
5545	7773	27269
5546	7775	27266
5547	7776	27263
5548	7777	27261
5549	7778	27259
5550	7779	27256
5551	7780	27254
5552	7781	27252
5553	7782	27249
5554	7783	27247
5555	7785	27244
5556	7786	27242
5557	7787	27240
5558	7788	27238
5559	7789	27236
5560	7791	27234
5561	7792	27232
5562	7793	27229
5563	7794	27227
5564	7795	27224
5565	7796	27222
5566	7797	27219
5567	7798	27217
5568	7799	27214
5569	7800	27211
5570	7801	27208
5571	7802	27206
5572	7803	27203
5573	7804	27200
5574	7805	27198
5575	7807	27195
5576	7808	27193
5577	7809	27191
5578	7810	27188
5579	7811	27185
5580	7812	27182
5581	7813	27179
5582	7814	27176
5583	7815	27173
5584	7816	27170
5585	7817	27167
5586	7818	27165
5587	7819	27162
5588	7820	27159
5589	7821	27157
5590	7822	27154
5591	7823	27151
5592	7824	27148
5593	7824	27145
5594	7825	27142
5595	7826	27139
5596	7827	27136
5597	7828	27133
5598	7829	27130
5599	7830	27127
5600	7831	27124
5601	7832	27122
5602	7833	27119
5603	7834	27116
5604	7835	27114
5605	7837	27112
5606	7838	27110
5607	7839	27107
5608	7840	27105
5609	7841	27102
5610	7842	27099
5611	7843	27097
5612	7844	27095
5613	7845	27092
5614	7846	27089
5615	7847	27086
5616	7848	27082
5617	7849	27079
5618	7850	27077
5619	7851	27073
5620	7852	27071
5621	7853	27068
5622	7854	27065
5623	7855	27063
5624	7856	27062
5625	7858	27060
5626	7859	27059
5627	7860	27057
5628	7861	27055
5629	7863	27053
5630	7864	27050
5631	7865	27047
5632	7865	27044
5633	7866	27041
5634	7867	27038
5635	7868	27035
5636	7869	27032
5637	7870	27029
5638	7871	27027
5639	7872	27024
5640	7873	27021
5641	7874	27019
5642	7875	27016
5643	7876	27013
5644	7878	27014
5645	7880	27012
5646	7881	27011
5647	7882	27009
5648	7883	27006
5649	7885	27005
5650	7886	27003
5651	7887	27001
5652	7888	26999
5653	7889	26995
5654	7891	26994
5655	7892	26992
5656	7893	26991
5657	7895	26989
5658	7896	26987
5659	7897	26984
5660	7898	26982
5661	7899	26979
5662	7900	26978
5663	7902	26976
5664	7903	26974
5665	7904	26971
5666	7905	26970
5667	7906	26968
5668	7908	26967
5669	7909	26965
5670	7910	26962
5671	7911	26960
5672	7913	26958
5673	7914	26955
5674	7915	26953
5675	7916	26952
5676	7917	26949
5677	7918	26947
5678	7919	26945
5679	7921	26942
5680	7922	26941
5681	7923	26940
5682	7925	26937
5683	7926	26936
5684	7927	26935
5685	7928	26932
5686	7929	26929
5687	7930	26927
5688	7931	26924
5689	7932	26921
5690	7934	26921
5691	7935	26918
5692	7936	26916
5693	7938	26914
5694	7939	26911
5695	7940	26909
5696	7941	26908
5697	7942	26906
5698	7943	26903
5699	7944	26900
5700	7945	26898
5701	7946	26895
5702	7948	26893
5703	7949	26892
5704	7950	26889
5705	7951	26887
5706	7952	26885
5707	7954	26883
5708	7955	26880
5709	7956	26879
5710	7957	26877
5711	7958	26875
5712	7960	26875
5713	7962	26874
5714	7976	26916
5715	7978	26915
5716	7979	26913
5717	7981	26913
5718	7982	26912
5719	7985	26914
5720	7987	26918
5721	7989	26916
5722	7990	26914
5723	7991	26912
