iter	Passed	Remaining
455	596	32102
456	597	32088
457	598	32075
458	599	32072
459	601	32090
460	604	32154
461	605	32153
462	606	32154
463	608	32156
464	609	32152
465	610	32156
466	612	32171
467	613	32176
468	615	32184
469	616	32179
470	618	32192
471	619	32214
472	621	32219
473	622	32231
474	624	32240
475	626	32268
476	628	32307
477	630	32346
478	633	32448
479	635	32459
480	637	32502
481	642	32670
482	644	32721
483	646	32770
484	649	32842
485	659	33289
486	665	33479
487	668	33600
488	674	33804
489	685	34267
490	689	34406
491	692	34505
492	697	34655
493	826	41010
494	828	41029
495	830	41047
496	832	41023
497	833	41002
498	834	40993
499	836	40993
500	838	40980
501	839	40977
502	841	40964
503	842	40941
504	843	40912
505	844	40897
506	846	40874
507	847	40853
508	848	40830
509	849	40810
510	851	40793
511	852	40768
512	853	40749
513	854	40720
514	856	40703
515	857	40678
516	858	40655
517	859	40625
518	860	40597
519	862	40584
520	863	40558
521	864	40528
522	865	40500
523	866	40477
524	867	40452
525	868	40390
526	869	40362
527	870	40333
528	871	40312
529	872	40287
530	873	40266
531	874	40238
532	876	40219
533	877	40191
534	878	40163
535	879	40135
536	880	40110
537	881	40087
538	882	40057
539	883	40028
540	884	40001
541	885	39977
542	886	39947
543	887	39915
544	888	39889
545	890	39863
546	891	39843
547	892	39821
548	893	39796
549	894	39769
550	895	39751
551	896	39722
552	898	39702
553	899	39677
554	900	39648
555	901	39621
556	902	39596
557	903	39570
558	904	39549
559	905	39527
560	906	39510
561	908	39489
562	909	39468
563	910	39450
564	911	39426
565	912	39395
566	913	39373
567	914	39347
568	915	39328
569	916	39302
570	917	39253
571	918	39223
572	919	39197
573	920	39178
574	921	39149
575	923	39147
576	924	39125
577	925	39114
578	926	39089
579	927	39061
580	928	39033
581	929	39008
582	930	38981
583	931	38956
584	932	38907
585	933	38888
586	934	38885
587	936	38867
588	937	38841
589	938	38817
590	939	38799
591	940	38778
592	941	38761
593	943	38756
594	944	38749
595	945	38734
596	948	38765
597	953	38921
598	955	38920
599	956	38900
600	957	38878
601	958	38855
602	959	38837
603	961	38825
604	962	38806
605	963	38789
606	964	38773
607	966	38757
608	967	38743
609	968	38733
610	970	38720
611	971	38712
612	972	38697
613	973	38678
614	974	38641
615	975	38630
616	977	38612
617	978	38597
618	979	38580
619	980	38564
620	981	38543
621	982	38518
622	983	38498
623	985	38482
624	986	38465
625	987	38449
626	988	38429
627	989	38407
628	990	38383
629	991	38357
630	992	38332
631	993	38309
632	994	38281
633	995	38255
634	996	38248
635	998	38238
636	999	38223
637	1000	38208
638	1001	38188
639	1002	38168
640	1003	38152
641	1005	38132
642	1006	38115
643	1007	38095
644	1008	38071
645	1009	38051
646	1010	38032
647	1011	38018
648	1013	38019
649	1015	38031
650	1017	38057
651	1019	38068
652	1021	38068
653	1022	38055
654	1023	38043
655	1024	38028
656	1026	38016
657	1027	38020
658	1029	38017
659	1030	38009
660	1032	38009
661	1034	38016
662	1036	38038
663	1037	38029
664	1039	38044
665	1042	38081
666	1043	38078
667	1045	38066
668	1046	38063
669	1047	38049
670	1050	38094
671	1052	38096
672	1054	38103
673	1055	38100
674	1058	38149
675	1059	38140
676	1061	38135
677	1062	38124
678	1065	38181
679	1067	38175
680	1069	38182
681	1090	38870
682	1091	38865
683	1092	38855
684	1094	38849
685	1097	38893
686	1099	38920
687	1101	38926
688	1103	38922
689	1104	38930
690	1106	38924
691	1110	39020
692	1114	39106
693	1117	39130
694	1119	39146
695	1121	39172
696	1123	39174
697	1125	39185
698	1129	39254
699	1131	39275
700	1133	39303
701	1136	39346
702	1139	39387
703	1141	39382
704	1143	39408
705	1145	39430
706	1147	39432
707	1149	39429
708	1151	39443
709	1152	39444
710	1154	39449
711	1157	39475
712	1159	39486
713	1161	39491
714	1162	39482
715	1163	39468
716	1165	39456
717	1167	39486
718	1169	39479
719	1171	39494
720	1173	39505
721	1175	39512
722	1176	39499
723	1177	39490
724	1179	39477
725	1180	39481
726	1181	39462
727	1183	39446
728	1184	39436
729	1186	39455
730	1188	39459
731	1190	39470
732	1191	39458
733	1193	39444
734	1194	39427
735	1196	39431
736	1197	39418
737	1198	39396
738	1199	39381
739	1201	39389
740	1203	39399
741	1206	39431
742	1207	39420
743	1208	39411
744	1210	39410
745	1211	39394
746	1212	39377
747	1213	39360
748	1215	39365
749	1217	39371
750	1219	39364
751	1220	39356
752	1222	39359
753	1223	39357
754	1225	39350
755	1226	39333
756	1227	39319
757	1229	39305
758	1231	39318
759	1233	39326
760	1234	39314
761	1236	39319
762	1237	39318
763	1239	39305
764	1240	39302
765	1241	39282
766	1242	39265
767	1243	39249
768	1245	39232
769	1246	39234
770	1248	39231
771	1250	39233
772	1251	39225
773	1252	39210
774	1254	39199
775	1255	39198
776	1256	39183
777	1258	39168
778	1259	39153
779	1260	39136
780	1261	39123
781	1263	39128
782	1265	39124
783	1267	39135
784	1268	39123
785	1269	39117
786	1270	39101
787	1271	39083
788	1273	39066
789	1274	39052
790	1275	39036
791	1276	39022
792	1278	39012
793	1279	39017
794	1281	39016
795	1282	39005
796	1284	38995
797	1285	38996
798	1286	38980
799	1288	38964
800	1289	38949
801	1290	38932
802	1291	38924
803	1293	38926
804	1295	38927
805	1296	38924
806	1297	38909
807	1299	38907
808	1300	38896
809	1301	38876
810	1302	38858
811	1303	38840
812	1305	38824
813	1306	38810
814	1308	38824
815	1309	38822
816	1311	38816
817	1312	38805
818	1314	38809
819	1316	38809
820	1317	38796
821	1318	38779
822	1319	38765
823	1320	38753
824	1322	38747
825	1325	38791
826	1327	38797
827	1328	38795
828	1330	38786
829	1332	38790
830	1334	38801
831	1335	38796
832	1338	38824
833	1341	38870
834	1345	38948
835	1349	39001
836	1350	39000
837	1353	39019
838	1354	39005
839	1356	39009
840	1357	39003
841	1360	39020
842	1361	39020
843	1362	39006
844	1364	39002
845	1367	39037
846	1368	39028
847	1370	39034
848	1374	39096
849	1378	39169
850	1380	39187
851	1383	39211
852	1385	39210
853	1395	39454
854	1398	39495
855	1400	39508
856	1410	39732
857	1414	39790
858	1416	39805
859	1418	39803
860	1423	39918
861	1426	39935
862	1429	39979
863	1430	39970
864	1432	39958
865	1433	39955
866	1436	39992
867	1438	39996
868	1440	40004
869	1441	39993
870	1444	40006
871	1445	40003
872	1447	39997
873	1448	39989
874	1451	40012
875	1454	40047
876	1456	40049
877	1459	40086
878	1462	40143
879	1468	40252
880	1471	40278
881	1474	40324
882	1478	40393
883	1486	40544
884	1488	40565
885	1490	40556
886	1491	40545
887	1492	40536
888	1494	40525
889	1496	40530
890	1497	40521
891	1499	40518
892	1500	40504
893	1501	40487
894	1502	40474
895	1504	40465
896	1505	40452
897	1506	40444
898	1508	40436
899	1510	40438
900	1512	40445
901	1514	40463
902	1515	40453
903	1517	40439
904	1519	40442
905	1520	40433
906	1521	40414
907	1522	40403
908	1523	40384
909	1525	40384
910	1527	40385
911	1538	40634
912	1540	40635
913	1541	40633
914	1543	40625
915	1545	40622
916	1546	40627
917	1549	40647
918	1551	40644
919	1552	40641
920	1554	40628
921	1556	40642
922	1558	40642
923	1562	40707
924	1564	40720
925	1567	40748
926	1568	40741
927	1573	40815
928	1575	40810
929	1577	40820
930	1578	40815
931	1580	40806
932	1581	40804
933	1583	40795
934	1585	40801
935	1587	40801
936	1588	40798
937	1590	40793
938	1593	40827
939	1595	40839
940	1597	40847
941	1600	40882
942	1603	40904
943	1604	40894
944	1607	40920
945	1609	40918
946	1610	40916
947	1613	40933
948	1614	40924
949	1617	40942
950	1619	40941
951	1620	40935
952	1622	40943
953	1624	40939
954	1626	40940
955	1627	40930
956	1628	40922
957	1630	40912
958	1631	40900
959	1632	40887
960	1633	40872
961	1635	40864
962	1637	40866
963	1639	40868
964	1640	40859
965	1641	40846
966	1642	40831
967	1644	40814
968	1645	40796
969	1646	40780
970	1647	40765
971	1648	40754
972	1649	40739
973	1650	40723
974	1652	40719
975	1653	40710
976	1655	40701
977	1656	40689
978	1657	40673
979	1658	40657
980	1659	40641
981	1660	40624
982	1662	40610
983	1663	40595
984	1664	40577
985	1665	40563
986	1666	40549
987	1668	40542
988	1669	40538
989	1671	40531
990	1672	40518
991	1673	40500
992	1674	40494
993	1676	40481
994	1677	40464
995	1678	40448
996	1679	40431
997	1680	40416
998	1681	40400
999	1683	40395
1000	1684	40385
1001	1685	40375
1002	1687	40369
1003	1688	40358
1004	1690	40353
1005	1691	40338
1006	1692	40324
1007	1693	40311
1008	1694	40295
1009	1695	40282
1010	1697	40273
1011	1698	40268
1012	1700	40270
1013	1702	40274
1014	1703	40265
1015	1705	40260
1016	1706	40249
1017	1707	40233
1018	1708	40218
1019	1710	40202
1020	1711	40189
1021	1712	40184
1022	1713	40170
1023	1715	40162
1024	1716	40156
1025	1718	40151
1026	1720	40159
1027	1723	40191
1028	1736	40455
1029	1737	40446
1030	1739	40432
1031	1740	40420
1032	1741	40413
1033	1743	40414
1034	1744	40404
1035	1746	40404
1036	1748	40403
1037	1750	40405
1038	1752	40405
1039	1753	40404
1040	1754	40391
1041	1756	40378
1042	1757	40379
1043	1759	40384
1044	1761	40378
1045	1763	40377
1046	1765	40386
1047	1766	40376
1048	1767	40366
1049	1769	40353
1050	1771	40366
1051	1773	40361
1052	1775	40375
1053	1776	40364
1054	1778	40360
1055	1779	40358
1056	1781	40343
1057	1782	40330
1058	1783	40319
1059	1784	40307
1060	1785	40292
1061	1787	40289
1062	1788	40279
1063	1789	40266
1064	1791	40254
1065	1792	40239
1066	1793	40229
1067	1795	40231
1068	1796	40214
1069	1797	40201
1070	1798	40189
1071	1799	40177
1072	1801	40166
1073	1802	40160
1074	1803	40149
1075	1805	40134
1076	1806	40120
1077	1807	40105
1078	1808	40094
1079	1810	40096
1080	1811	40083
1081	1812	40067
1082	1813	40054
1083	1814	40039
1084	1815	40023
1085	1817	40020
1086	1818	40003
1087	1819	39990
1088	1820	39976
1089	1821	39964
1090	1823	39952
1091	1826	39979
1092	1827	39972
1093	1828	39963
1094	1830	39955
1095	1831	39946
1096	1833	39941
1097	1834	39928
1098	1835	39917
1099	1836	39908
1100	1837	39894
1101	1839	39890
1102	1841	39898
1103	1842	39889
1104	1844	39879
1105	1845	39869
1106	1846	39859
1107	1848	39851
1108	1849	39840
1109	1850	39832
1110	1851	39819
1111	1853	39809
1112	1854	39803
1113	1856	39797
1114	1857	39789
1115	1858	39777
1116	1860	39775
1117	1861	39764
1118	1862	39755
1119	1864	39748
1120	1865	39740
1121	1867	39735
1122	1868	39725
1123	1869	39714
1124	1871	39709
1125	1872	39699
1126	1874	39699
1127	1875	39691
1128	1877	39687
1129	1878	39679
1130	1879	39666
1131	1880	39652
1132	1881	39642
1133	1883	39629
1134	1884	39619
1135	1885	39608
1136	1886	39597
1137	1887	39582
1138	1888	39569
1139	1890	39559
1140	1891	39547
1141	1892	39536
1142	1893	39524
1143	1894	39511
1144	1895	39501
1145	1896	39485
1146	1897	39469
1147	1899	39459
1148	1900	39443
1149	1901	39429
1150	1902	39415
1151	1903	39401
1152	1904	39391
1153	1905	39380
1154	1907	39376
1155	1908	39371
1156	1910	39376
1157	1912	39372
1158	1913	39368
1159	1915	39359
1160	1916	39350
1161	1917	39339
1162	1918	39329
1163	1920	39317
1164	1921	39306
1165	1922	39302
1166	1924	39297
1167	1925	39287
1168	1926	39276
1169	1927	39268
1170	1929	39263
1171	1930	39255
1172	1932	39248
1173	1933	39239
1174	1934	39232
1175	1936	39224
1176	1937	39220
1177	1939	39212
1178	1940	39201
1179	1941	39189
1180	1942	39178
1181	1943	39165
1182	1945	39159
1183	1946	39149
1184	1947	39143
1185	1948	39133
1186	1950	39125
1187	1951	39113
1188	1952	39104
1189	1953	39092
1190	1954	39079
1191	1955	39065
1192	1957	39054
1193	1958	39040
1194	1959	39025
1195	1960	39010
1196	1960	38994
1197	1961	38978
1198	1962	38964
1199	1964	38953
1200	1965	38939
1201	1965	38922
1202	1966	38905
1203	1967	38889
1204	1968	38872
1205	1969	38856
1206	1970	38843
1207	1971	38828
1208	1972	38812
1209	1973	38796
1210	1974	38780
1211	1975	38766
1212	1976	38752
1213	1977	38736
1214	1978	38722
1215	1979	38707
1216	1980	38695
1217	1981	38682
1218	1982	38666
1219	1983	38652
1220	1984	38640
1221	1985	38625
1222	1986	38611
1223	1987	38597
1224	1987	38582
1225	1988	38568
1226	1989	38554
1227	1990	38538
1228	1991	38525
1229	1992	38512
1230	1993	38499
1231	1994	38485
1232	1995	38469
1233	1996	38454
1234	1997	38439
1235	1998	38425
1236	1999	38411
1237	2000	38399
1238	2001	38384
1239	2002	38369
1240	2003	38354
1241	2004	38347
1242	2005	38336
1243	2007	38329
1244	2008	38322
1245	2009	38313
1246	2010	38303
1247	2012	38295
1248	2013	38286
1249	2014	38275
1250	2015	38267
1251	2017	38277
1252	2030	38487
1253	2033	38511
1254	2035	38517
1255	2039	38555
1256	2043	38592
1257	2045	38603
1258	2047	38612
1259	2049	38620
1260	2053	38662
1261	2060	38751
1262	2062	38758
1263	2064	38768
1264	2067	38796
1265	2070	38816
1266	2072	38828
1267	2075	38837
1268	2081	38933
1269	2084	38946
1270	2087	38975
1271	2090	38994
1272	2094	39029
1273	2098	39071
1274	2101	39104
1275	2105	39147
1276	2107	39150
1277	2127	39485
1278	2129	39489
1279	2130	39482
1280	2131	39472
1281	2133	39464
1282	2134	39454
1283	2135	39446
1284	2136	39436
1285	2139	39444
1286	2140	39439
1287	2142	39435
1288	2143	39424
1289	2144	39419
1290	2145	39407
1291	2147	39400
1292	2148	39395
1293	2149	39386
1294	2150	39373
1295	2152	39361
1296	2153	39349
1297	2154	39340
1298	2155	39333
1299	2157	39327
1300	2158	39314
1301	2159	39307
1302	2160	39294
1303	2161	39283
1304	2164	39293
1305	2165	39287
1306	2167	39297
1307	2169	39288
1308	2170	39276
1309	2171	39277
1310	2173	39266
1311	2174	39255
1312	2175	39243
1313	2176	39233
1314	2177	39222
1315	2179	39217
1316	2180	39203
1317	2181	39194
1318	2182	39184
1319	2183	39170
1320	2184	39163
1321	2186	39163
1322	2187	39154
1323	2188	39142
1324	2190	39134
1325	2191	39122
1326	2192	39112
1327	2193	39107
1328	2195	39099
1329	2196	39087
1330	2197	39075
1331	2198	39063
1332	2199	39053
1333	2201	39056
1334	2202	39051
1335	2204	39040
1336	2205	39029
1337	2206	39017
1338	2207	39005
1339	2208	39000
1340	2210	38991
1341	2211	38979
1342	2212	38967
1343	2213	38956
1344	2214	38944
1345	2215	38936
1346	2217	38935
1347	2218	38925
1348	2219	38915
1349	2220	38904
1350	2221	38890
1351	2222	38880
1352	2224	38875
1353	2225	38862
1354	2226	38850
1355	2227	38838
1356	2228	38825
1357	2229	38815
1358	2230	38810
1359	2232	38804
1360	2233	38792
1361	2234	38781
1362	2235	38768
1363	2236	38756
1364	2237	38747
1365	2239	38741
1366	2240	38729
1367	2241	38719
1368	2242	38705
1369	2243	38692
1370	2244	38680
1371	2245	38672
1372	2247	38667
1373	2248	38662
1374	2249	38649
1375	2250	38637
1376	2251	38627
1377	2252	38617
1378	2254	38610
1379	2255	38600
1380	2256	38587
1381	2257	38577
1382	2258	38564
1383	2259	38550
1384	2260	38541
1385	2261	38537
1386	2263	38528
1387	2264	38519
1388	2265	38508
1389	2266	38496
1390	2267	38489
1391	2269	38482
1392	2270	38470
1393	2271	38460
1394	2272	38450
1395	2273	38437
1396	2274	38427
1397	2276	38425
1398	2277	38413
1399	2278	38404
1400	2279	38394
1401	2280	38384
1402	2281	38373
1403	2282	38365
1404	2283	38355
1405	2285	38346
1406	2286	38333
1407	2287	38324
1408	2288	38312
1409	2289	38300
1410	2290	38295
1411	2291	38285
1412	2292	38274
1413	2294	38266
1414	2295	38258
1415	2296	38247
1416	2297	38240
1417	2299	38235
1418	2300	38223
1419	2301	38213
1420	2302	38204
1421	2303	38192
1422	2304	38182
1423	2306	38179
1424	2307	38168
1425	2308	38156
1426	2309	38150
1427	2311	38149
1428	2312	38146
1429	2314	38149
1430	2315	38138
1431	2316	38126
1432	2317	38117
1433	2318	38108
1434	2320	38102
1435	2321	38093
1436	2322	38083
1437	2323	38073
1438	2324	38064
1439	2326	38056
1440	2327	38049
1441	2328	38046
1442	2329	38033
1443	2330	38022
1444	2331	38012
1445	2332	38000
1446	2333	37990
1447	2335	37982
1448	2336	37973
1449	2337	37961
1450	2338	37951
1451	2339	37942
1452	2340	37934
1453	2342	37927
1454	2343	37922
1455	2344	37911
1456	2345	37905
1457	2347	37897
1458	2348	37888
1459	2349	37879
1460	2350	37877
1461	2351	37866
1462	2353	37858
1463	2354	37848
1464	2355	37836
1465	2356	37827
1466	2357	37821
1467	2359	37819
1468	2360	37812
1469	2361	37804
1470	2362	37796
1471	2364	37789
1472	2366	37792
1473	2367	37785
1474	2368	37779
1475	2369	37770
1476	2371	37761
1477	2372	37758
1478	2373	37752
1479	2375	37749
1480	2376	37744
1481	2377	37736
1482	2379	37725
1483	2380	37721
1484	2381	37711
1485	2382	37698
1486	2383	37689
1487	2384	37679
1488	2385	37671
1489	2387	37664
1490	2388	37660
1491	2389	37651
1492	2390	37639
1493	2391	37630
1494	2392	37619
1495	2393	37608
1496	2394	37598
1497	2395	37588
1498	2396	37578
1499	2397	37566
1500	2399	37558
1501	2400	37554
1502	2401	37543
1503	2402	37531
1504	2403	37521
1505	2404	37510
1506	2405	37498
1507	2406	37488
1508	2407	37477
1509	2408	37465
1510	2409	37453
1511	2410	37443
1512	2411	37433
1513	2412	37422
1514	2413	37410
1515	2414	37399
1516	2415	37388
1517	2416	37377
1518	2417	37369
1519	2418	37360
1520	2419	37349
1521	2420	37337
1522	2421	37326
1523	2422	37315
1524	2423	37303
1525	2424	37291
1526	2425	37279
1527	2426	37269
1528	2427	37259
1529	2428	37250
1530	2429	37238
1531	2430	37228
1532	2431	37219
1533	2432	37209
1534	2433	37198
1535	2434	37188
1536	2435	37176
1537	2436	37166
1538	2437	37155
1539	2438	37143
1540	2439	37131
1541	2440	37119
1542	2440	37107
1543	2441	37095
1544	2442	37082
1545	2443	37070
1546	2444	37057
1547	2445	37046
1548	2446	37034
1549	2447	37023
1550	2448	37014
1551	2449	37004
1552	2450	36993
1553	2451	36981
1554	2452	36971
1555	2453	36965
1556	2454	36957
1557	2455	36948
1558	2456	36936
1559	2457	36930
1560	2458	36920
1561	2459	36910
1562	2460	36901
1563	2462	36896
1564	2463	36891
1565	2464	36885
1566	2466	36878
1567	2467	36872
1568	2468	36866
1569	2469	36860
1570	2471	36852
1571	2472	36846
1572	2473	36839
1573	2474	36833
1574	2476	36828
1575	2477	36819
1576	2478	36813
1577	2480	36811
1578	2481	36807
1579	2483	36805
1580	2484	36800
1581	2485	36796
1582	2487	36795
1583	2488	36792
1584	2490	36788
1585	2493	36807
1586	2495	36821
1587	2499	36851
1588	2505	36917
1589	2507	36920
1590	2509	36920
1591	2510	36916
1592	2512	36922
1593	2514	36921
1594	2515	36916
1595	2517	36914
1596	2518	36906
1597	2520	36909
1598	2522	36914
1599	2523	36907
1600	2524	36899
1601	2525	36888
1602	2526	36880
1603	2527	36872
1604	2529	36863
1605	2530	36854
1606	2531	36845
1607	2532	36834
1608	2533	36824
1609	2533	36813
1610	2535	36804
1611	2536	36794
1612	2537	36786
1613	2538	36777
1614	2539	36770
1615	2540	36762
1616	2541	36755
1617	2542	36749
1618	2544	36743
1619	2545	36734
1620	2546	36724
1621	2547	36714
1622	2548	36702
1623	2549	36692
1624	2550	36682
1625	2551	36672
1626	2552	36661
1627	2552	36650
1628	2553	36639
1629	2554	36629
1630	2555	36620
1631	2556	36607
1632	2557	36596
1633	2558	36586
1634	2559	36576
1635	2560	36566
1636	2561	36555
1637	2562	36545
1638	2563	36536
1639	2564	36527
1640	2565	36516
1641	2566	36504
1642	2567	36495
1643	2568	36484
1644	2569	36474
1645	2570	36467
1646	2571	36460
1647	2572	36455
1648	2573	36446
1649	2574	36438
1650	2576	36432
1651	2577	36424
1652	2578	36419
1653	2579	36413
1654	2581	36409
1655	2582	36402
1656	2583	36393
1657	2584	36388
1658	2585	36380
1659	2586	36370
1660	2588	36369
1661	2589	36365
1662	2590	36359
1663	2592	36351
1664	2593	36346
1665	2594	36338
1666	2595	36330
1667	2596	36324
1668	2598	36317
1669	2599	36312
1670	2600	36306
1671	2601	36298
1672	2602	36293
1673	2604	36287
1674	2605	36280
1675	2606	36272
1676	2607	36267
1677	2609	36262
1678	2610	36254
1679	2611	36246
1680	2612	36241
1681	2613	36232
1682	2614	36223
1683	2615	36216
1684	2616	36206
1685	2617	36196
1686	2618	36188
1687	2619	36179
1688	2621	36174
1689	2622	36168
1690	2623	36162
1691	2625	36160
1692	2625	36150
1693	2626	36142
1694	2627	36132
1695	2628	36121
1696	2629	36112
1697	2630	36102
1698	2631	36093
1699	2632	36083
1700	2633	36074
1701	2635	36074
1702	2636	36066
1703	2637	36062
1704	2639	36056
1705	2639	36046
1706	2640	36037
1707	2642	36031
1708	2643	36027
1709	2644	36020
1710	2645	36014
1711	2646	36004
1712	2647	35996
1713	2648	35988
1714	2650	35987
1715	2651	35977
1716	2652	35971
1717	2653	35963
1718	2654	35956
1719	2655	35947
1720	2657	35945
1721	2658	35938
1722	2659	35930
1723	2660	35922
1724	2661	35914
1725	2662	35905
1726	2663	35894
1727	2665	35892
1728	2666	35886
1729	2667	35880
1730	2669	35885
1731	2670	35877
1732	2671	35871
