time,open,high,low,close,Developing POC,Developing VA High,Developing VA Low,Plot,Plot,Plot,Plot,Plot,Mid Level - Usually 50,Uptrend Limit,Downtrend Limit,Overbought Level,Oversold Level,Volume,Volume MA,EMA,Smoothing Line,EMA,Smoothing Line,Developing POC,Developing VA High,Developing VA Low,Plot
2023-01-13T12:00:00+03:00,2185.43,2189.42,2185.23,2187.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2179.3883731666606,2217.7514221218694,2168.6137814235713,2186.526731349599,2115.4852539884646,NaN,NaN,2180.1101913479097,2169.440013731742,2186.10213011083,2185.472302173453,NaN,NaN,NaN,62.34393899851259
2023-01-13T13:00:00+03:00,2187.24,2201.43,2187,2199.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2180.3161233494693,2217.7874777687084,2168.1337763342826,2188.4003590425013,2108.1930275906575,NaN,NaN,2181.654176040077,2170.36457929987,2189.0594345306454,2186.2220683571263,NaN,NaN,NaN,72.44191456851773
2023-01-13T14:00:00+03:00,2199.45,2204.18,2194.66,2196.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2181.314721123308,2220.1813167615915,2168.44603114721,2189.862791442408,2105.1959403872665,NaN,NaN,2182.825041956871,2171.341812955882,2190.6662268571686,2187.0541087222055,NaN,NaN,NaN,67.44825593954805
2023-01-13T15:00:00+03:00,2196.26,2197.67,2195.99,2196.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2182.35312147085,2221.2589440963197,2169.219825345054,2191.083021033393,2104.698057872909,NaN,NaN,2183.951838600321,2172.3655345860784,2192.05373200002,2187.8137512283784,NaN,NaN,NaN,67.92147808308255
2023-01-13T16:00:00+03:00,2196.9,2198.08,2193.01,2194.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2183.3375032170334,2223.5988908206264,2170.3320014468923,2191.9861004342447,2106.4304644622102,NaN,NaN,2184.794891512295,2173.4025584858596,2192.595124888904,2188.5684731776237,NaN,NaN,NaN,64.00994837548768
2023-01-13T17:00:00+03:00,2194.47,2199.88,2193.94,2199.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2184.3764834190206,2224.614673972859,2171.021130170202,2193.265985816767,2105.436264910597,NaN,NaN,2185.9633001913116,2174.443987140325,2194.1073193580364,2189.5296458048147,NaN,NaN,NaN,68.03247829405554
2023-01-13T18:00:00+03:00,2199.43,2199.94,2196.75,2199.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2185.4412090300025,2224.704134478693,2172.077493287152,2194.341859068877,2106.4550982092896,NaN,NaN,2187.0814361760067,2175.4967015024336,2195.403470611806,2190.7205578481853,NaN,NaN,NaN,68.45012722749323
2023-01-16T10:00:00+03:00,2204.64,2219.35,2204.46,2218.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2186.9261684737703,2224.5891324713493,2171.1073163812002,2197.4873561859476,2093.696318926088,NaN,NaN,2189.574121281926,2176.6077987155727,2200.4782549202932,2192.5582116596956,NaN,NaN,NaN,78.63645649873071
2023-01-16T11:00:00+03:00,2218.21,2218.91,2216.02,2217.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2188.660163026517,2224.563250043184,2171.519370700299,2200.11902092583,2087.794005350589,NaN,NaN,2191.847391579372,2177.770374818328,2204.369753826895,2194.841664624204,NaN,NaN,NaN,78.26469910011724
2023-01-16T12:00:00+03:00,2217.97,2218.85,2214.46,2216.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2190.4896492618986,2225.712483106546,2172.8428084015113,2202.295277619764,2086.7063324752285,NaN,NaN,2193.819600253022,2178.969078166196,2207.065364087585,2197.092405818821,NaN,NaN,NaN,75.95980760963907
2023-01-16T13:00:00+03:00,2216.51,2218.29,2214.58,2217.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2192.373063260514,2226.301585007268,2174.588473136622,2204.276293555537,2087.7961262018157,NaN,NaN,2195.7444322327806,2180.1925185795676,2209.468616512566,2199.4427045257457,NaN,NaN,NaN,76.64581191220171
2023-01-16T14:00:00+03:00,2217.9,2219.98,2217.64,2218.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2194.2647939174753,2226.507173157245,2176.7007914708647,2206.0230912842344,2090.958644930821,NaN,NaN,2197.572077654158,2181.42468375987,2211.4955906208847,2201.872936853354,NaN,NaN,NaN,77.00931224226366
2023-01-16T15:00:00+03:00,2218.61,2218.96,2214.22,2215.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2196.048797447083,2229.0589867129024,2179.0546775742628,2207.4258629169562,2096.029156390975,NaN,NaN,2199.021511441825,2182.653975725748,2212.4276815940216,2204.3520064414934,NaN,NaN,NaN,72.0747618905831
2023-01-16T16:00:00+03:00,2215.6,2220.15,2215.36,2219.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2197.813236590135,2230.584377420189,2180.984083845422,2209.0822284504716,2098.745470955033,NaN,NaN,2200.689390526479,2183.9150910010226,2214.0815301286834,2206.8487827878243,NaN,NaN,NaN,74.60105101819283
2023-01-16T17:00:00+03:00,2219.86,2221.19,2219.01,2220.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2199.532471162221,2231.3731728356815,2183.146591189299,2210.505148279592,2103.0249120127446,NaN,NaN,2202.259839284361,2185.199450387608,2215.467856766754,2209.3568310571927,NaN,NaN,NaN,74.86467900869317
2023-01-16T18:00:00+03:00,2220.29,2224.9,2218.74,2224.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2201.2865678591675,2231.7432553580784,2184.9011344430864,2212.2615476002434,2104.7809754228483,NaN,NaN,2204.071052141612,2186.519227689934,2217.563888596364,2211.4925352667015,NaN,NaN,NaN,77.43213971479253
2023-01-17T10:00:00+03:00,2225.26,2226.49,2208.75,2211.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2202.7158727888036,2243.673866576321,2186.717762678754,2213.576464691518,2108.4495777001616,NaN,NaN,2204.6893679702835,2187.8199561414067,2216.2830244638385,2212.981694096319,NaN,NaN,NaN,58.900012985054204
2023-01-17T11:00:00+03:00,2211.87,2211.87,2201.03,2203.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2203.696749952822,2258.5420260666856,2188.3449170022486,2215.46223059655,2113.171978432026,NaN,NaN,2204.6126185326607,2189.0720596500946,2213.4934634718743,2213.7852065193556,NaN,NaN,NaN,50.82940986605375
2023-01-17T12:00:00+03:00,2203.73,2211.11,2203.17,2211.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2204.519469576475,2267.659995887459,2188.851662021848,2216.6295378985187,2112.1645232183523,NaN,NaN,2205.132409050048,2190.3032615447546,2212.963804922569,2214.2221050706057,NaN,NaN,NaN,56.675810320427416
2023-01-17T13:00:00+03:00,2211.03,2214.58,2209.47,2213.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2205.2747401211295,2272.601111141065,2189.3694813704087,2217.3336068644835,2111.5452175427854,NaN,NaN,2205.814616326044,2191.505300621175,2213.118514939776,2214.4249706104674,NaN,NaN,NaN,58.51141948362141
2023-01-17T14:00:00+03:00,2213.66,2214.12,2210.68,2211.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2205.920728607679,2276.330500239632,2190.226040850837,2217.9577273664595,2113.409889417878,NaN,NaN,2206.2854470199604,2192.6882099048153,2212.8032893976037,2214.471921585915,NaN,NaN,NaN,56.528884947084975
2023-01-17T15:00:00+03:00,2211.69,2213.76,2211.07,2213.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2206.515716764257,2277.3143366846602,2191.0878152055893,2218.2506169342882,2115.549796726955,NaN,NaN,2206.8490112583636,2193.8678197790973,2212.9203361981363,2214.3267723445965,NaN,NaN,NaN,57.809192139078476
2023-01-17T16:00:00+03:00,2213.31,2213.7,2210.32,2210.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2206.9953976879106,2279.025041871773,2192.1145581814453,2218.6825345610478,2119.200601116958,NaN,NaN,2207.1386903576945,2195.041360863437,2212.3758170429946,2213.940267379127,NaN,NaN,NaN,54.76162791227891
2023-01-17T17:00:00+03:00,2210.4,2210.49,2206.02,2206.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2207.2868811015414,2282.361465863541,2193.1335295890744,2219.3072074108522,2123.715366619239,NaN,NaN,2207.0707951290788,2196.1905519943625,2211.0234132556625,2213.122707961539,NaN,NaN,NaN,50.5658881956814
2023-01-17T18:00:00+03:00,2206.32,2206.39,2196.84,2196.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2207.2194337879005,2291.5750404019955,2193.9010766140095,2220.644288735935,2128.504144483991,NaN,NaN,2206.2523315187523,2197.2798078348146,2207.871543643293,2212.071272858971,NaN,NaN,NaN,42.61624588230088
2023-01-18T10:00:00+03:00,2188.9,2197.45,2177.65,2194.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2206.858149483724,2297.5540831914664,2194.4279475144494,2221.2546334122753,2133.3185010142556,NaN,NaN,2205.331344997252,2198.2663565413636,2204.9534228336724,2211.003767779196,NaN,NaN,NaN,41.07100068516207
2023-01-18T11:00:00+03:00,2194.74,2199.48,2192.28,2195.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2206.328982427082,2299.13923010023,2194.6474255086505,2221.047210161914,2137.1601904556505,NaN,NaN,2204.564037397472,2199.1721480180554,2202.905995537301,2209.746541606037,NaN,NaN,NaN,42.1467604191511
2023-01-18T12:00:00+03:00,2195.65,2200.59,2195.55,2196.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2205.7137177625455,2297.666200581676,2194.7253593023984,2220.2973152805785,2140.59870299271,NaN,NaN,2203.9069144056743,2200.0036095099454,2201.4491076401227,2208.287865693581,NaN,NaN,NaN,42.83232951491259
2023-01-18T13:00:00+03:00,2196.33,2200.62,2196.22,2200.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2205.1564765759686,2294.23550426169,2194.250747625439,2219.2953387943485,2140.525349686429,NaN,NaN,2203.6407612532203,2200.788854082484,2201.2559726089844,2206.8444510950035,NaN,NaN,NaN,47.48008015663236
2023-01-18T14:00:00+03:00,2200.58,2204,2198.8,2199.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2204.6332346926447,2290.4054556545466,2194.035229830856,2218.266219797515,2141.804131841243,NaN,NaN,2203.3231003529627,2201.5121790892194,2200.903534251432,2205.3423508516653,NaN,NaN,NaN,46.602300744510174
2023-01-18T15:00:00+03:00,2199.53,2200.22,2194.58,2199.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2204.1549336894877,2285.543806162644,2193.9668572684723,2217.1126727567594,2143.728185882996,NaN,NaN,2203.0548523247257,2202.177738095416,2200.696082195558,2203.882383995736,NaN,NaN,NaN,46.95049358763004
2023-01-18T16:00:00+03:00,2199.92,2203.15,2198.4,2201.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2203.7615721902266,2280.1488520043335,2193.8251714126213,2215.9452419355075,2144.810895224942,NaN,NaN,2202.9464641387476,2202.7349190477835,2200.9191750409896,2202.6193542189017,NaN,NaN,NaN,49.015150838811216
2023-01-18T17:00:00+03:00,2201.23,2206.66,2201.12,2204.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2203.498666252734,2274.5966097860373,2193.567436837435,2214.8605377146528,2144.578448165764,NaN,NaN,2203.053947007648,2203.201858857295,2201.668247254103,2201.843942170253,NaN,NaN,NaN,52.02549053466535
2023-01-18T18:00:00+03:00,2204.33,2204.89,2196.26,2196.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2203.1431125760196,2276.527389455337,2193.44403938229,2214.9107885516296,2145.5852231827603,NaN,NaN,2202.510431247036,2203.563976815379,2200.466414530969,2201.283066132415,NaN,NaN,NaN,43.45814940234771
2023-01-19T10:00:00+03:00,2190.02,2193.93,2180.98,2182.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2202.395930080661,2289.2016451229256,2192.02811144017,2216.367845222022,2147.0984620594772,NaN,NaN,2200.875196747273,2203.7777586701495,2196.3783224129756,2200.4671069918745,NaN,NaN,NaN,33.08860150985197
2023-01-19T11:00:00+03:00,2182.06,2184.87,2169.57,2171.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2201.14058038273,2305.587589840608,2189.4451886829816,2217.9809813674506,2148.6759912955486,NaN,NaN,2198.508381007491,2203.8167713098715,2190.8031396545366,2199.136360993676,NaN,NaN,NaN,27.684262330407037
2023-01-19T12:00:00+03:00,2171.28,2171.28,2162.11,2168.64,NaN,NaN,NaN,NaN,0.8668270549774356,NaN,NaN,NaN,2199.503913902229,2316.1642779179538,2186.898459731953,2218.3265140517287,2150.19939305668,NaN,NaN,2196.118910526892,2203.695829605083,2185.877997509084,2197.2141141061884,NaN,NaN,NaN,26.536835212262147
2023-01-19T13:00:00+03:00,2168.62,2174.1,2166.41,2171.07,NaN,NaN,NaN,NaN,0.8230638324846024,NaN,NaN,NaN,2197.704761321624,2319.8701501457663,2184.77356036193,2217.4308219763657,2149.489029063694,NaN,NaN,2194.1149976847405,2203.4218965700106,2182.587331395954,2194.9245887492534,NaN,NaN,NaN,29.42542267973778
2023-01-19T14:00:00+03:00,2171.08,2174.69,2167.42,2171.11,NaN,NaN,NaN,NaN,0.8366122063724055,NaN,NaN,NaN,2195.8407314496258,2318.7210257969373,2182.9946499521743,2215.7035819284274,2149.4391544826194,NaN,NaN,2192.2745978699613,2203.00584484441,2180.036813307964,2192.3421801383042,NaN,NaN,NaN,29.474581331462474
2023-01-19T15:00:00+03:00,2171.1,2171.27,2164.67,2164.73,NaN,NaN,NaN,NaN,0.8177362011742584,NaN,NaN,NaN,2193.827048113511,2320.3795055577402,2180.6908643975353,2214.2946719033994,2149.736861918204,NaN,NaN,2190.0710300403643,2202.4225105901915,2176.6352992395277,2189.3066956631214,NaN,NaN,NaN,26.324918384558302
2023-01-19T16:00:00+03:00,2164.59,2170.4,2163.77,2169.91,NaN,NaN,NaN,NaN,0.848147453587507,NaN,NaN,NaN,2191.8850992535486,2317.7867017291355,2178.8632220172517,2212.267133002225,2145.663412390169,NaN,NaN,2188.458147637135,2201.746209742977,2175.1407882974104,2185.990763293535,NaN,NaN,NaN,32.62052818908052
2023-01-19T17:00:00+03:00,2169.7,2171.34,2167.98,2168.73,NaN,NaN,NaN,NaN,0.9024249412488206,NaN,NaN,NaN,2190.013368385652,2313.469614695524,2177.2602049215434,2210.0219742759873,2143.3813564477846,NaN,NaN,2186.879895826164,2201.0073462968735,2173.7161686757636,2182.6469825616346,NaN,NaN,NaN,31.950743709189624
2023-01-19T18:00:00+03:00,2168.74,2170.68,2166.31,2168.83,NaN,NaN,NaN,NaN,0.9948353335322916,NaN,NaN,NaN,2188.2392276957235,2306.9334261540666,2175.9751195156164,2207.5027673155714,2142.304686365192,NaN,NaN,2185.435904160071,2200.1866585931243,2172.6303534144827,2179.678486436823,NaN,NaN,NaN,32.078022806578915
2023-01-20T10:00:00+03:00,2167.61,2173.71,2158.81,2161.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2186.398495309055,2306.1733230638974,2173.996902262124,2205.846281421587,2142.004563592505,NaN,NaN,2183.510631827265,2199.257325905675,2170.128052655709,2177.0941005619693,NaN,NaN,NaN,27.887511834771615
2023-01-20T11:00:00+03:00,2161.33,2164.36,2159.9,2163.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2184.619051793532,2302.1676068228257,2172.417438784446,2203.722126041683,2139.9568346690617,NaN,NaN,2181.945781281084,2198.243173166555,2168.755152065551,2174.953744881528,NaN,NaN,NaN,31.23333449398021
2023-01-20T12:00:00+03:00,2163.94,2164.09,2154.37,2155.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2182.7240260180592,2304.1128793976077,2170.081890014616,2202.448209501653,2138.910107447189,NaN,NaN,2179.830118778597,2197.1173859798982,2165.809562717651,2172.85652379674,NaN,NaN,NaN,26.840848681707115
